topic,action,path,reason
AI chatbots; mental health support; teenagers; risk assessment; safety evaluation; Common Sense Media; Stanford Medicine; content moderation; digital health policy; youth protection,create_planned,/home/dan/wealtheow/Topic Notes/AI chatbots; mental health support; teenagers; risk assessment; safety evaluation; Common Sense Media; Stanford Medicine; content moderation; digital health policy; youth protection.md,missing topic note
AI chatbots; psychosocial effects; loneliness; social interaction; emotional dependence; problematic technology use; randomized controlled trial; mental health; human factors; usage patterns,create_planned,/home/dan/wealtheow/Topic Notes/AI chatbots; psychosocial effects; loneliness; social interaction; emotional dependence; problematic technology use; randomized controlled trial; mental health; human factors; usage patterns.md,missing topic note
AI Companions,create_planned,/home/dan/wealtheow/Topic Notes/AI Companions.md,missing topic note
AI Criticism,create_planned,/home/dan/wealtheow/Topic Notes/AI Criticism.md,missing topic note
AI democratization,create_planned,/home/dan/wealtheow/Topic Notes/AI democratization.md,missing topic note
AI Dependence,create_planned,/home/dan/wealtheow/Topic Notes/AI Dependence.md,missing topic note
AI deployment failure,create_planned,/home/dan/wealtheow/Topic Notes/AI deployment failure.md,missing topic note
AI design,create_planned,/home/dan/wealtheow/Topic Notes/AI design.md,missing topic note
AI Doomerism,create_planned,/home/dan/wealtheow/Topic Notes/AI Doomerism.md,missing topic note
AI economics,create_planned,/home/dan/wealtheow/Topic Notes/AI economics.md,missing topic note
AI Education,create_planned,/home/dan/wealtheow/Topic Notes/AI Education.md,missing topic note
AI Energy Consumption,exists,/home/dan/wealtheow/Topic Notes/AI Energy Consumption.md,topic note already exists
AI ethics,create_planned,/home/dan/wealtheow/Topic Notes/AI ethics.md,missing topic note
AI Ethics,create_planned,/home/dan/wealtheow/Topic Notes/AI Ethics.md,missing topic note
AI evaluation,create_planned,/home/dan/wealtheow/Topic Notes/AI evaluation.md,missing topic note
AI existential risk,create_planned,/home/dan/wealtheow/Topic Notes/AI existential risk.md,missing topic note
AI exposure,create_planned,/home/dan/wealtheow/Topic Notes/AI exposure.md,missing topic note
AI Governance,create_planned,/home/dan/wealtheow/Topic Notes/AI Governance.md,missing topic note
AI governance,create_planned,/home/dan/wealtheow/Topic Notes/AI governance.md,missing topic note
AI Hype,create_planned,/home/dan/wealtheow/Topic Notes/AI Hype.md,missing topic note
AI hype,create_planned,/home/dan/wealtheow/Topic Notes/AI hype.md,missing topic note
AI in classrooms,create_planned,/home/dan/wealtheow/Topic Notes/AI in classrooms.md,missing topic note
AI in Education,create_planned,/home/dan/wealtheow/Topic Notes/AI in Education.md,missing topic note
AI in education,create_planned,/home/dan/wealtheow/Topic Notes/AI in education.md,missing topic note
AI in warfare,create_planned,/home/dan/wealtheow/Topic Notes/AI in warfare.md,missing topic note
AI Investment,create_planned,/home/dan/wealtheow/Topic Notes/AI Investment.md,missing topic note
AI investment,create_planned,/home/dan/wealtheow/Topic Notes/AI investment.md,missing topic note
AI limits,create_planned,/home/dan/wealtheow/Topic Notes/AI limits.md,missing topic note
AI Literacy,create_planned,/home/dan/wealtheow/Topic Notes/AI Literacy.md,missing topic note
AI literacy,create_planned,/home/dan/wealtheow/Topic Notes/AI literacy.md,missing topic note
AI model training,create_planned,/home/dan/wealtheow/Topic Notes/AI model training.md,missing topic note
AI on legacy hardware,create_planned,/home/dan/wealtheow/Topic Notes/AI on legacy hardware.md,missing topic note
AI personality,create_planned,/home/dan/wealtheow/Topic Notes/AI personality.md,missing topic note
AI Predictions,create_planned,/home/dan/wealtheow/Topic Notes/AI Predictions.md,missing topic note
AI productivity,create_planned,/home/dan/wealtheow/Topic Notes/AI productivity.md,missing topic note
AI Psychosis,create_planned,/home/dan/wealtheow/Topic Notes/AI Psychosis.md,missing topic note
AI regulation,create_planned,/home/dan/wealtheow/Topic Notes/AI regulation.md,missing topic note
AI Regulation,create_planned,/home/dan/wealtheow/Topic Notes/AI Regulation.md,missing topic note
AI reliability,create_planned,/home/dan/wealtheow/Topic Notes/AI reliability.md,missing topic note
AI research,create_planned,/home/dan/wealtheow/Topic Notes/AI research.md,missing topic note
AI risk; existential risk; model deception; jailbreaking; safety evaluations; biosecurity; pathogen design; OpenAI; GPT-5; Sora 2; xAI Grok; RLHF; time-horizon tasks; AI insurance; METR; Apollo Research; Yoshua Bengio; Yann LeCun; governance,create_planned,/home/dan/wealtheow/Topic Notes/AI risk; existential risk; model deception; jailbreaking; safety evaluations; biosecurity; pathogen design; OpenAI; GPT-5; Sora 2; xAI Grok; RLHF; time-horizon tasks; AI insurance; METR; Apollo Research; Yoshua Bengio; Yann LeCun; governance.md,missing topic note
AI Safety,create_planned,/home/dan/wealtheow/Topic Notes/AI Safety.md,missing topic note
AI safety,create_planned,/home/dan/wealtheow/Topic Notes/AI safety.md,missing topic note
AI scaling,create_planned,/home/dan/wealtheow/Topic Notes/AI scaling.md,missing topic note
AI Slop,create_planned,/home/dan/wealtheow/Topic Notes/AI Slop.md,missing topic note
AI sustainability,create_planned,/home/dan/wealtheow/Topic Notes/AI sustainability.md,missing topic note
AI sycophancy,create_planned,/home/dan/wealtheow/Topic Notes/AI sycophancy.md,missing topic note
AI Sycophancy,create_planned,/home/dan/wealtheow/Topic Notes/AI Sycophancy.md,missing topic note
AI trust,create_planned,/home/dan/wealtheow/Topic Notes/AI trust.md,missing topic note
AI Use Cases,create_planned,/home/dan/wealtheow/Topic Notes/AI Use Cases.md,missing topic note
AI Workflows,create_planned,/home/dan/wealtheow/Topic Notes/AI Workflows.md,missing topic note
AI writing,create_planned,/home/dan/wealtheow/Topic Notes/AI writing.md,missing topic note
AI Writing Assistance,create_planned,/home/dan/wealtheow/Topic Notes/AI Writing Assistance.md,missing topic note
AI-assisted essays,create_planned,/home/dan/wealtheow/Topic Notes/AI-assisted essays.md,missing topic note
AI-assisted learning,create_planned,/home/dan/wealtheow/Topic Notes/AI-assisted learning.md,missing topic note
AI-generated essays,create_planned,/home/dan/wealtheow/Topic Notes/AI-generated essays.md,missing topic note
AI-generated media,create_planned,/home/dan/wealtheow/Topic Notes/AI-generated media.md,missing topic note
AI-generated profiles,exists,/home/dan/wealtheow/Topic Notes/AI-generated profiles.md,topic note already exists
AI-Generated Propaganda,create_planned,/home/dan/wealtheow/Topic Notes/AI-Generated Propaganda.md,missing topic note
AI-human interaction,create_planned,/home/dan/wealtheow/Topic Notes/AI-human interaction.md,missing topic note
AI-proof skills,create_planned,/home/dan/wealtheow/Topic Notes/AI-proof skills.md,missing topic note
AIDS Crisis,create_planned,/home/dan/wealtheow/Topic Notes/AIDS Crisis.md,missing topic note
Air France Flight 447,create_planned,/home/dan/wealtheow/Topic Notes/Air France Flight 447.md,missing topic note
air safety,create_planned,/home/dan/wealtheow/Topic Notes/air safety.md,missing topic note
air transport,create_planned,/home/dan/wealtheow/Topic Notes/air transport.md,missing topic note
aircraft maintenance,create_planned,/home/dan/wealtheow/Topic Notes/aircraft maintenance.md,missing topic note
aircraft survivability,create_planned,/home/dan/wealtheow/Topic Notes/aircraft survivability.md,missing topic note
airport safety,create_planned,/home/dan/wealtheow/Topic Notes/airport safety.md,missing topic note
airport security breach,create_planned,/home/dan/wealtheow/Topic Notes/airport security breach.md,missing topic note
airport suicide,create_planned,/home/dan/wealtheow/Topic Notes/airport suicide.md,missing topic note
AI–Human Co-Authorship,create_planned,/home/dan/wealtheow/Topic Notes/AI–Human Co-Authorship.md,missing topic note
AKM Iftekhar Khalid,create_planned,/home/dan/wealtheow/Topic Notes/AKM Iftekhar Khalid.md,missing topic note
Al Rihla,create_planned,/home/dan/wealtheow/Topic Notes/Al Rihla.md,missing topic note
Alain Deneault,create_planned,/home/dan/wealtheow/Topic Notes/Alain Deneault.md,missing topic note
Alain Takam,exists,/home/dan/wealtheow/Topic Notes/Alain Takam.md,topic note already exists
Alan Kestenbaum,create_planned,/home/dan/wealtheow/Topic Notes/Alan Kestenbaum.md,missing topic note
Alberta,create_planned,/home/dan/wealtheow/Topic Notes/Alberta.md,missing topic note
Alberta (Province),exists,/home/dan/wealtheow/Topic Notes/Alberta (Province).md,topic note already exists
Alberta Federation of Labour (AFL),exists,/home/dan/wealtheow/Topic Notes/Alberta Federation of Labour (AFL).md,topic note already exists
Alberta politics,create_planned,/home/dan/wealtheow/Topic Notes/Alberta politics.md,missing topic note
Albina Gibadullina,exists,/home/dan/wealtheow/Topic Notes/Albina Gibadullina.md,topic note already exists
alcohol,create_planned,/home/dan/wealtheow/Topic Notes/alcohol.md,missing topic note
Aldo Moro,exists,/home/dan/wealtheow/Topic Notes/Aldo Moro.md,topic note already exists
Alex Hutchinson,create_planned,/home/dan/wealtheow/Topic Notes/Alex Hutchinson.md,missing topic note
Alex Usher,create_planned,/home/dan/wealtheow/Topic Notes/Alex Usher.md,missing topic note
Alexandra Siegel,exists,/home/dan/wealtheow/Topic Notes/Alexandra Siegel.md,topic note already exists
Alexis de Tocqueville,exists,/home/dan/wealtheow/Topic Notes/Alexis de Tocqueville.md,topic note already exists
Alfred Lord Tennyson,create_planned,/home/dan/wealtheow/Topic Notes/Alfred Lord Tennyson.md,missing topic note
Alfred the Great,create_planned,/home/dan/wealtheow/Topic Notes/Alfred the Great.md,missing topic note
algorithmic curation,create_planned,/home/dan/wealtheow/Topic Notes/algorithmic curation.md,missing topic note
Algorithmic governance,create_planned,/home/dan/wealtheow/Topic Notes/Algorithmic governance.md,missing topic note
algorithmic incentives,create_planned,/home/dan/wealtheow/Topic Notes/algorithmic incentives.md,missing topic note
algorithmic influence,create_planned,/home/dan/wealtheow/Topic Notes/algorithmic influence.md,missing topic note
Algorithmic Media and Taste Formation,create_planned,/home/dan/wealtheow/Topic Notes/Algorithmic Media and Taste Formation.md,missing topic note
algorithmic pricing,create_planned,/home/dan/wealtheow/Topic Notes/algorithmic pricing.md,missing topic note
algorithmic ranking,create_planned,/home/dan/wealtheow/Topic Notes/algorithmic ranking.md,missing topic note
algorithms,create_planned,/home/dan/wealtheow/Topic Notes/algorithms.md,missing topic note
Alien Enemies Act,create_planned,/home/dan/wealtheow/Topic Notes/Alien Enemies Act.md,missing topic note
alignment,create_planned,/home/dan/wealtheow/Topic Notes/alignment.md,missing topic note
Allen Grossman,create_planned,/home/dan/wealtheow/Topic Notes/Allen Grossman.md,missing topic note
allergic reactions,create_planned,/home/dan/wealtheow/Topic Notes/allergic reactions.md,missing topic note
alliance dynamics,create_planned,/home/dan/wealtheow/Topic Notes/alliance dynamics.md,missing topic note
alliance instability,create_planned,/home/dan/wealtheow/Topic Notes/alliance instability.md,missing topic note
allomaternal care,create_planned,/home/dan/wealtheow/Topic Notes/allomaternal care.md,missing topic note
allomothering,create_planned,/home/dan/wealtheow/Topic Notes/allomothering.md,missing topic note
alloparenting,create_planned,/home/dan/wealtheow/Topic Notes/alloparenting.md,missing topic note
Alloparenting,create_planned,/home/dan/wealtheow/Topic Notes/Alloparenting.md,missing topic note
alloparents,create_planned,/home/dan/wealtheow/Topic Notes/alloparents.md,missing topic note
Ally (Social Justice),exists,/home/dan/wealtheow/Topic Notes/Ally (Social Justice).md,topic note already exists
AlphaFold,create_planned,/home/dan/wealtheow/Topic Notes/AlphaFold.md,missing topic note
ALSA Configuration for REAPER (Linux),create_planned,/home/dan/wealtheow/Topic Notes/ALSA Configuration for REAPER (Linux).md,missing topic note
alternative assessment,create_planned,/home/dan/wealtheow/Topic Notes/alternative assessment.md,missing topic note
alternative assignments,create_planned,/home/dan/wealtheow/Topic Notes/alternative assignments.md,missing topic note
Altman,create_planned,/home/dan/wealtheow/Topic Notes/Altman.md,missing topic note
Altruism,exists,/home/dan/wealtheow/Topic Notes/Altruism.md,topic note already exists
Alyssa Mercante,create_planned,/home/dan/wealtheow/Topic Notes/Alyssa Mercante.md,missing topic note
Alzheimer's disease,create_planned,/home/dan/wealtheow/Topic Notes/Alzheimer's disease.md,missing topic note
Alzheimer’s risk,create_planned,/home/dan/wealtheow/Topic Notes/Alzheimer’s risk.md,missing topic note
Amateurism,create_planned,/home/dan/wealtheow/Topic Notes/Amateurism.md,missing topic note
Amazon,create_planned,/home/dan/wealtheow/Topic Notes/Amazon.md,missing topic note
ambiguity,create_planned,/home/dan/wealtheow/Topic Notes/ambiguity.md,missing topic note
Ambiguity,create_planned,/home/dan/wealtheow/Topic Notes/Ambiguity.md,missing topic note
Americal Division,create_planned,/home/dan/wealtheow/Topic Notes/Americal Division.md,missing topic note
American Business History,create_planned,/home/dan/wealtheow/Topic Notes/American Business History.md,missing topic note
American Conservatism,create_planned,/home/dan/wealtheow/Topic Notes/American Conservatism.md,missing topic note
American Democracy,create_planned,/home/dan/wealtheow/Topic Notes/American Democracy.md,missing topic note
American Eagle,create_planned,/home/dan/wealtheow/Topic Notes/American Eagle.md,missing topic note
