topic,action,path,reason
AI 2027,create_planned,/home/dan/wealtheow/Topic Notes/AI 2027.md,missing file in vault
AI academy,create_planned,/home/dan/wealtheow/Topic Notes/AI academy.md,missing file in vault
AI adoption,create_planned,/home/dan/wealtheow/Topic Notes/AI adoption.md,missing file in vault
AI Agents,create_planned,/home/dan/wealtheow/Topic Notes/AI Agents.md,missing file in vault
AI Alignment,create_planned,/home/dan/wealtheow/Topic Notes/AI Alignment.md,missing file in vault
AI alignment; sycophant models; reward misspecification; deep learning; deceptive behavior; specification gaming; RLHF risks; transformative AI; safety theory; value alignment,create_planned,/home/dan/wealtheow/Topic Notes/AI alignment; sycophant models; reward misspecification; deep learning; deceptive behavior; specification gaming; RLHF risks; transformative AI; safety theory; value alignment.md,missing file in vault
AI and cognition,create_planned,/home/dan/wealtheow/Topic Notes/AI and cognition.md,missing file in vault
AI and culture,create_planned,/home/dan/wealtheow/Topic Notes/AI and culture.md,missing file in vault
AI and education,create_planned,/home/dan/wealtheow/Topic Notes/AI and education.md,missing file in vault
AI and labour,create_planned,/home/dan/wealtheow/Topic Notes/AI and labour.md,missing file in vault
AI and language,create_planned,/home/dan/wealtheow/Topic Notes/AI and language.md,missing file in vault
AI authorship,create_planned,/home/dan/wealtheow/Topic Notes/AI authorship.md,missing file in vault
AI Best Practices,create_planned,/home/dan/wealtheow/Topic Notes/AI Best Practices.md,missing file in vault
AI chatbots; mental health support; teenagers; risk assessment; safety evaluation; Common Sense Media; Stanford Medicine; content moderation; digital health policy; youth protection,create_planned,/home/dan/wealtheow/Topic Notes/AI chatbots; mental health support; teenagers; risk assessment; safety evaluation; Common Sense Media; Stanford Medicine; content moderation; digital health policy; youth protection.md,missing file in vault
AI chatbots; psychosocial effects; loneliness; social interaction; emotional dependence; problematic technology use; randomized controlled trial; mental health; human factors; usage patterns,create_planned,/home/dan/wealtheow/Topic Notes/AI chatbots; psychosocial effects; loneliness; social interaction; emotional dependence; problematic technology use; randomized controlled trial; mental health; human factors; usage patterns.md,missing file in vault
AI Companions,create_planned,/home/dan/wealtheow/Topic Notes/AI Companions.md,missing file in vault
AI Criticism,create_planned,/home/dan/wealtheow/Topic Notes/AI Criticism.md,missing file in vault
AI democratization,create_planned,/home/dan/wealtheow/Topic Notes/AI democratization.md,missing file in vault
AI Dependence,create_planned,/home/dan/wealtheow/Topic Notes/AI Dependence.md,missing file in vault
AI deployment failure,create_planned,/home/dan/wealtheow/Topic Notes/AI deployment failure.md,missing file in vault
AI design,create_planned,/home/dan/wealtheow/Topic Notes/AI design.md,missing file in vault
AI Doomerism,create_planned,/home/dan/wealtheow/Topic Notes/AI Doomerism.md,missing file in vault
AI economics,create_planned,/home/dan/wealtheow/Topic Notes/AI economics.md,missing file in vault
AI Education,create_planned,/home/dan/wealtheow/Topic Notes/AI Education.md,missing file in vault
AI Energy Consumption,instantiated,/home/dan/wealtheow/Topic Notes/AI Energy Consumption.md,filename exists in vault
AI ethics,create_planned,/home/dan/wealtheow/Topic Notes/AI ethics.md,missing file in vault
AI Ethics,create_planned,/home/dan/wealtheow/Topic Notes/AI Ethics.md,missing file in vault
AI evaluation,create_planned,/home/dan/wealtheow/Topic Notes/AI evaluation.md,missing file in vault
AI existential risk,create_planned,/home/dan/wealtheow/Topic Notes/AI existential risk.md,missing file in vault
AI exposure,create_planned,/home/dan/wealtheow/Topic Notes/AI exposure.md,missing file in vault
AI governance,create_planned,/home/dan/wealtheow/Topic Notes/AI governance.md,missing file in vault
AI Governance,create_planned,/home/dan/wealtheow/Topic Notes/AI Governance.md,missing file in vault
AI Hype,create_planned,/home/dan/wealtheow/Topic Notes/AI Hype.md,missing file in vault
AI hype,create_planned,/home/dan/wealtheow/Topic Notes/AI hype.md,missing file in vault
AI in classrooms,create_planned,/home/dan/wealtheow/Topic Notes/AI in classrooms.md,missing file in vault
AI in education,create_planned,/home/dan/wealtheow/Topic Notes/AI in education.md,missing file in vault
AI in Education,create_planned,/home/dan/wealtheow/Topic Notes/AI in Education.md,missing file in vault
AI in warfare,create_planned,/home/dan/wealtheow/Topic Notes/AI in warfare.md,missing file in vault
AI investment,create_planned,/home/dan/wealtheow/Topic Notes/AI investment.md,missing file in vault
AI Investment,create_planned,/home/dan/wealtheow/Topic Notes/AI Investment.md,missing file in vault
AI limits,create_planned,/home/dan/wealtheow/Topic Notes/AI limits.md,missing file in vault
AI literacy,create_planned,/home/dan/wealtheow/Topic Notes/AI literacy.md,missing file in vault
AI Literacy,create_planned,/home/dan/wealtheow/Topic Notes/AI Literacy.md,missing file in vault
AI model training,create_planned,/home/dan/wealtheow/Topic Notes/AI model training.md,missing file in vault
AI on legacy hardware,create_planned,/home/dan/wealtheow/Topic Notes/AI on legacy hardware.md,missing file in vault
AI personality,create_planned,/home/dan/wealtheow/Topic Notes/AI personality.md,missing file in vault
AI Predictions,create_planned,/home/dan/wealtheow/Topic Notes/AI Predictions.md,missing file in vault
AI productivity,create_planned,/home/dan/wealtheow/Topic Notes/AI productivity.md,missing file in vault
AI Psychosis,create_planned,/home/dan/wealtheow/Topic Notes/AI Psychosis.md,missing file in vault
AI Regulation,create_planned,/home/dan/wealtheow/Topic Notes/AI Regulation.md,missing file in vault
AI regulation,create_planned,/home/dan/wealtheow/Topic Notes/AI regulation.md,missing file in vault
AI reliability,create_planned,/home/dan/wealtheow/Topic Notes/AI reliability.md,missing file in vault
AI research,create_planned,/home/dan/wealtheow/Topic Notes/AI research.md,missing file in vault
AI risk; existential risk; model deception; jailbreaking; safety evaluations; biosecurity; pathogen design; OpenAI; GPT-5; Sora 2; xAI Grok; RLHF; time-horizon tasks; AI insurance; METR; Apollo Research; Yoshua Bengio; Yann LeCun; governance,create_planned,/home/dan/wealtheow/Topic Notes/AI risk; existential risk; model deception; jailbreaking; safety evaluations; biosecurity; pathogen design; OpenAI; GPT-5; Sora 2; xAI Grok; RLHF; time-horizon tasks; AI insurance; METR; Apollo Research; Yoshua Bengio; Yann LeCun; governance.md,missing file in vault
AI Safety,create_planned,/home/dan/wealtheow/Topic Notes/AI Safety.md,missing file in vault
AI safety,create_planned,/home/dan/wealtheow/Topic Notes/AI safety.md,missing file in vault
AI scaling,create_planned,/home/dan/wealtheow/Topic Notes/AI scaling.md,missing file in vault
AI Slop,create_planned,/home/dan/wealtheow/Topic Notes/AI Slop.md,missing file in vault
AI sustainability,create_planned,/home/dan/wealtheow/Topic Notes/AI sustainability.md,missing file in vault
AI Sycophancy,create_planned,/home/dan/wealtheow/Topic Notes/AI Sycophancy.md,missing file in vault
AI sycophancy,create_planned,/home/dan/wealtheow/Topic Notes/AI sycophancy.md,missing file in vault
AI trust,create_planned,/home/dan/wealtheow/Topic Notes/AI trust.md,missing file in vault
AI Use Cases,create_planned,/home/dan/wealtheow/Topic Notes/AI Use Cases.md,missing file in vault
AI Workflows,create_planned,/home/dan/wealtheow/Topic Notes/AI Workflows.md,missing file in vault
AI writing,create_planned,/home/dan/wealtheow/Topic Notes/AI writing.md,missing file in vault
AI Writing Assistance,create_planned,/home/dan/wealtheow/Topic Notes/AI Writing Assistance.md,missing file in vault
AI-assisted essays,create_planned,/home/dan/wealtheow/Topic Notes/AI-assisted essays.md,missing file in vault
AI-assisted learning,create_planned,/home/dan/wealtheow/Topic Notes/AI-assisted learning.md,missing file in vault
AI-generated essays,create_planned,/home/dan/wealtheow/Topic Notes/AI-generated essays.md,missing file in vault
AI-generated media,create_planned,/home/dan/wealtheow/Topic Notes/AI-generated media.md,missing file in vault
AI-generated profiles,instantiated,/home/dan/wealtheow/Topic Notes/AI-generated profiles.md,filename exists in vault
AI-Generated Propaganda,create_planned,/home/dan/wealtheow/Topic Notes/AI-Generated Propaganda.md,missing file in vault
AI-human interaction,create_planned,/home/dan/wealtheow/Topic Notes/AI-human interaction.md,missing file in vault
AI-proof skills,create_planned,/home/dan/wealtheow/Topic Notes/AI-proof skills.md,missing file in vault
AIDS Crisis,create_planned,/home/dan/wealtheow/Topic Notes/AIDS Crisis.md,missing file in vault
Air France Flight 447,create_planned,/home/dan/wealtheow/Topic Notes/Air France Flight 447.md,missing file in vault
air safety,create_planned,/home/dan/wealtheow/Topic Notes/air safety.md,missing file in vault
air transport,create_planned,/home/dan/wealtheow/Topic Notes/air transport.md,missing file in vault
aircraft maintenance,create_planned,/home/dan/wealtheow/Topic Notes/aircraft maintenance.md,missing file in vault
aircraft survivability,create_planned,/home/dan/wealtheow/Topic Notes/aircraft survivability.md,missing file in vault
airport safety,create_planned,/home/dan/wealtheow/Topic Notes/airport safety.md,missing file in vault
airport security breach,create_planned,/home/dan/wealtheow/Topic Notes/airport security breach.md,missing file in vault
airport suicide,create_planned,/home/dan/wealtheow/Topic Notes/airport suicide.md,missing file in vault
AI–Human Co-Authorship,create_planned,/home/dan/wealtheow/Topic Notes/AI–Human Co-Authorship.md,missing file in vault
AKM Iftekhar Khalid,instantiated,/home/dan/wealtheow/University/AKM Iftekhar Khalid.md,filename exists in vault
Al Rihla,create_planned,/home/dan/wealtheow/Topic Notes/Al Rihla.md,missing file in vault
Alain Deneault,create_planned,/home/dan/wealtheow/Topic Notes/Alain Deneault.md,missing file in vault
Alain Takam,instantiated,/home/dan/wealtheow/Topic Notes/Alain Takam.md,filename exists in vault
Alan Kestenbaum,create_planned,/home/dan/wealtheow/Topic Notes/Alan Kestenbaum.md,missing file in vault
Alberta,create_planned,/home/dan/wealtheow/Topic Notes/Alberta.md,missing file in vault
Alberta (Province),instantiated,/home/dan/wealtheow/Topic Notes/Alberta (Province).md,filename exists in vault
Alberta Federation of Labour (AFL),instantiated,/home/dan/wealtheow/Topic Notes/Alberta Federation of Labour (AFL).md,filename exists in vault
Alberta politics,create_planned,/home/dan/wealtheow/Topic Notes/Alberta politics.md,missing file in vault
Albina Gibadullina,instantiated,/home/dan/wealtheow/Topic Notes/Albina Gibadullina.md,filename exists in vault
alcohol,create_planned,/home/dan/wealtheow/Topic Notes/alcohol.md,missing file in vault
Aldo Moro,instantiated,/home/dan/wealtheow/Topic Notes/Aldo Moro.md,filename exists in vault
Alex Hutchinson,create_planned,/home/dan/wealtheow/Topic Notes/Alex Hutchinson.md,missing file in vault
Alex Usher,create_planned,/home/dan/wealtheow/Topic Notes/Alex Usher.md,missing file in vault
Alexandra Siegel,instantiated,/home/dan/wealtheow/Topic Notes/Alexandra Siegel.md,filename exists in vault
Alexis de Tocqueville,instantiated,/home/dan/wealtheow/Topic Notes/Alexis de Tocqueville.md,filename exists in vault
Alfred Lord Tennyson,create_planned,/home/dan/wealtheow/Topic Notes/Alfred Lord Tennyson.md,missing file in vault
Alfred the Great,create_planned,/home/dan/wealtheow/Topic Notes/Alfred the Great.md,missing file in vault
algorithmic curation,create_planned,/home/dan/wealtheow/Topic Notes/algorithmic curation.md,missing file in vault
Algorithmic governance,create_planned,/home/dan/wealtheow/Topic Notes/Algorithmic governance.md,missing file in vault
algorithmic incentives,create_planned,/home/dan/wealtheow/Topic Notes/algorithmic incentives.md,missing file in vault
algorithmic influence,create_planned,/home/dan/wealtheow/Topic Notes/algorithmic influence.md,missing file in vault
Algorithmic Media and Taste Formation,create_planned,/home/dan/wealtheow/Topic Notes/Algorithmic Media and Taste Formation.md,missing file in vault
algorithmic pricing,create_planned,/home/dan/wealtheow/Topic Notes/algorithmic pricing.md,missing file in vault
algorithmic ranking,create_planned,/home/dan/wealtheow/Topic Notes/algorithmic ranking.md,missing file in vault
algorithms,create_planned,/home/dan/wealtheow/Topic Notes/algorithms.md,missing file in vault
Alien Enemies Act,create_planned,/home/dan/wealtheow/Topic Notes/Alien Enemies Act.md,missing file in vault
alignment,create_planned,/home/dan/wealtheow/Topic Notes/alignment.md,missing file in vault
Allen Grossman,create_planned,/home/dan/wealtheow/Topic Notes/Allen Grossman.md,missing file in vault
allergic reactions,create_planned,/home/dan/wealtheow/Topic Notes/allergic reactions.md,missing file in vault
alliance dynamics,create_planned,/home/dan/wealtheow/Topic Notes/alliance dynamics.md,missing file in vault
alliance instability,create_planned,/home/dan/wealtheow/Topic Notes/alliance instability.md,missing file in vault
allomaternal care,create_planned,/home/dan/wealtheow/Topic Notes/allomaternal care.md,missing file in vault
allomothering,create_planned,/home/dan/wealtheow/Topic Notes/allomothering.md,missing file in vault
alloparenting,create_planned,/home/dan/wealtheow/Topic Notes/alloparenting.md,missing file in vault
Alloparenting,create_planned,/home/dan/wealtheow/Topic Notes/Alloparenting.md,missing file in vault
alloparents,create_planned,/home/dan/wealtheow/Topic Notes/alloparents.md,missing file in vault
Ally (Social Justice),instantiated,/home/dan/wealtheow/Topic Notes/Ally (Social Justice).md,filename exists in vault
